6,17,5,8,2,15,11,3,4,14,9,1,10,18,19,7,13,16,12,"2964,88408274331"
9,4,13,16,6,8,7,10,12,2,5,11,1,18,19,3,17,15,14,"2460,29782697655"
9,10,13,16,6,4,7,17,8,2,5,11,12,18,19,3,15,1,14,"2448,10570233679"
2,9,13,16,6,4,7,10,8,17,5,11,12,18,19,3,15,1,14,"2419,53339463549"
9,10,13,16,6,14,7,17,8,1,5,11,12,18,19,3,15,2,4,"2418,72629967349"
2,9,13,16,6,8,7,10,14,15,5,11,12,18,19,3,17,1,4,"2417,78941726639"
9,10,13,16,6,8,7,1,2,4,5,11,12,18,19,3,15,17,14,"2400,8078184961"
10,9,13,16,6,8,7,2,12,4,5,11,1,18,19,3,15,17,14,"2395,27789993518"
2,4,13,9,6,17,7,10,8,16,5,11,12,18,19,3,15,1,14,"2364,50222655511"
9,10,13,16,6,8,7,3,12,2,5,11,1,18,19,14,15,17,4,"2356,37729274017"
12,9,13,16,6,8,7,10,14,17,5,11,1,18,19,3,15,2,4,"2350,467346858"
9,10,13,16,6,17,7,4,8,1,5,11,3,18,19,12,2,15,14,"2339,2794623242"
7,4,2,9,6,8,13,10,12,16,5,11,1,18,19,3,15,17,14,"2310,34012559707"
7,10,2,9,6,4,17,3,8,16,5,11,12,18,19,13,15,1,14,"2265,37389309606"
9,4,13,16,6,15,7,10,8,17,5,11,12,18,19,3,1,2,14,"2264,44048963554"
2,9,13,16,6,4,7,10,14,1,5,11,12,18,19,3,17,15,8,"2246,28443720917"
7,9,2,4,6,8,17,10,12,1,5,11,3,18,19,13,15,16,14,"2245,24112290387"
12,9,1,4,6,14,7,10,8,16,5,11,3,18,19,13,15,17,2,"2229,55194935107"
12,15,13,16,6,17,7,10,8,1,5,11,9,18,19,3,2,4,14,"2229,55194935106"
2,1,13,9,6,17,7,10,8,4,5,11,3,18,19,12,15,16,14,"2217,25654503922"
9,10,13,16,6,14,15,1,8,2,5,11,12,18,19,3,7,17,4,"2208,80901973392"
7,1,2,9,6,4,17,3,12,16,5,11,8,18,19,13,15,10,14,"2134,03032561833"
7,17,2,9,6,10,11,3,4,14,16,1,5,18,19,8,13,15,12,"2116,61461076485"
9,10,2,4,6,17,7,1,8,16,5,11,12,18,19,3,13,15,14,"2075,02585752888"
4,17,5,16,6,8,7,1,12,2,9,11,3,18,19,13,15,10,14,"2038,90345420044"
4,9,2,16,6,8,7,1,13,17,5,11,3,18,19,12,15,10,14,"2027,71208863378"
7,17,5,8,6,9,11,10,12,1,16,2,3,18,19,13,15,4,14,"2011,12155008441"
4,10,1,9,6,15,7,2,8,16,5,11,3,18,19,12,13,17,14,"2006,40134036764"
7,4,2,8,6,9,11,10,12,17,16,5,1,18,19,3,13,15,14,"2000,54731743306"
9,1,2,4,6,17,7,10,8,15,5,11,3,18,19,12,13,16,14,"2000,36380986935"
3,16,14,17,15,4,7,4,14,11,2,1,12,18,19,13,6,5,12,497.8161303122676
8,6,14,16,15,4,7,4,14,11,2,9,12,10,17,13,18,5,12,397.9762598023927
16,17,14,18,15,4,7,4,14,6,2,19,12,11,1,13,8,5,12,410.7087822524035
8,19,14,6,15,4,7,4,14,11,2,1,12,9,16,13,17,5,12,371.4084942907019
16,17,14,18,15,4,7,4,14,3,2,6,12,8,11,13,19,5,12,524.7059720194227
11,8,14,10,15,4,7,4,14,16,2,3,12,17,6,13,9,5,12,571.8629985581094
8,3,14,9,15,4,7,4,14,19,2,18,12,10,11,13,17,5,12,642.5654986376616
16,18,14,6,15,4,7,4,14,11,2,8,12,9,3,13,17,5,12,370.3485204594981
8,3,14,17,15,4,7,4,14,9,2,10,12,6,18,13,1,5,12,723.2171415145306
19,16,14,6,15,4,7,4,14,17,2,18,12,8,9,13,11,5,12,576.4209011023552
16,19,14,17,15,4,7,4,14,18,2,6,12,1,9,13,3,5,12,655.097753839159
11,16,14,1,15,4,7,4,14,17,2,18,12,19,3,13,6,5,12,313.8140956201099
6,18,14,3,15,4,7,4,14,16,2,8,12,19,1,13,17,5,12,641.3806310071753
8,6,14,16,15,4,7,4,14,17,2,9,12,18,10,13,19,5,12,670.0185506788965
16,18,14,3,15,4,7,4,14,6,2,10,12,1,17,13,11,5,12,449.96719121861037
16,9,14,11,15,4,7,4,14,17,2,3,12,18,19,13,6,5,12,669.416413977274
6,19,14,8,15,4,7,4,14,16,2,9,12,10,11,13,17,5,12,610.5234317956032
8,16,14,6,15,4,7,4,14,17,2,9,12,3,18,13,19,5,12,692.2417488544328
10,16,14,17,15,4,7,4,14,3,2,8,12,6,9,13,11,5,12,713.4909097991812
6,8,14,1,15,4,7,4,14,9,2,10,12,11,16,13,19,5,12,308.9389162754714
16,10,14,17,15,4,7,4,14,8,2,18,12,6,11,13,19,5,12,484.26477381831654
16,17,14,18,15,4,7,4,14,9,2,11,12,8,19,13,6,5,12,552.7208989638054
19,3,14,6,15,4,7,4,14,9,2,16,12,8,10,13,11,5,12,324.5730681664407
16,6,14,8,15,4,7,4,14,9,2,17,12,18,19,13,10,5,12,511.24163782259103
10,11,14,16,15,4,7,4,14,17,2,3,12,6,19,13,18,5,12,479.81330584026296
6,8,14,16,15,4,7,4,14,11,2,17,12,18,10,13,9,5,12,416.65363529594396
16,17,14,1,15,4,7,4,14,3,2,6,12,18,19,13,8,5,12,549.1572915964832
6,3,14,8,15,4,7,4,14,9,2,10,12,11,16,13,17,5,12,504.53668538959045
6,16,14,19,15,4,7,4,14,17,2,18,12,1,11,13,3,5,12,592.1487624429736
16,10,14,8,15,4,7,4,14,11,2,9,12,6,17,13,18,5,12,419.51317895009976
3,6,14,16,15,4,7,4,14,9,2,11,12,18,10,13,8,5,12,502.93483995172727
6,16,14,8,15,4,7,4,14,1,2,9,12,17,10,13,11,5,12,614.7323190257291
3,16,14,18,15,4,7,4,14,17,2,6,12,8,19,13,1,5,12,718.0965857976623
11,9,14,6,15,4,7,4,14,1,2,16,12,3,8,13,17,5,12,568.9865094012146
19,16,14,6,15,4,7,4,14,8,2,17,12,18,9,13,10,5,12,442.0137193020115
10,1,14,8,15,4,7,4,14,16,2,19,12,3,9,13,11,5,12,1083.4802485948185
1,3,14,16,15,4,7,4,14,11,2,8,12,17,6,13,9,5,12,639.6327964775764
16,17,14,11,15,4,7,4,14,18,2,3,12,6,19,13,8,5,12,648.1355247988525
6,1,14,8,15,4,7,4,14,9,2,10,12,11,16,13,19,5,12,500.9969808015233
17,11,14,8,15,4,7,4,14,1,2,18,12,9,16,13,19,5,12,418.7176341271746
6,16,14,11,15,4,7,4,14,17,2,8,12,9,18,13,19,5,12,677.6938016097853
17,6,14,19,15,4,7,4,14,8,2,16,12,1,9,13,10,5,12,422.7194810004502
8,19,14,17,15,4,7,4,14,6,2,16,12,18,1,13,10,5,12,420.15951535017814
16,3,14,17,15,4,7,4,14,6,2,8,12,9,18,13,10,5,12,396.07213616601746
16,6,14,8,15,4,7,4,14,9,2,19,12,10,11,13,17,5,12,448.2483399470078
9,19,14,8,15,4,7,4,14,16,2,6,12,17,11,13,18,5,12,541.3331843568719
3,11,14,6,15,4,7,4,14,16,2,17,12,8,9,13,1,5,12,512.8158710951318
16,6,14,8,15,4,7,4,14,9,2,17,12,18,10,13,11,5,12,420.15951535017814
9,16,14,10,15,4,7,4,14,11,2,17,12,18,19,13,6,5,12,617.5302527696458
11,16,14,1,15,4,7,4,14,17,2,6,12,19,3,13,8,5,12,345.97794281214897
9,16,14,3,15,4,7,4,14,10,2,17,12,8,6,13,18,5,12,515.3410348226519
9,16,14,17,15,4,7,4,14,18,2,1,12,19,6,13,3,5,12,674.2057031682582
16,11,14,6,15,4,7,4,14,17,2,18,12,19,1,13,8,5,12,380.3314406302235
16,3,14,17,15,4,7,4,14,6,2,18,12,8,19,13,9,5,12,530.0210052836943
17,19,14,16,15,4,7,4,14,18,2,1,12,3,6,13,8,5,12,1000.2987915570407
6,16,14,3,15,4,7,4,14,8,2,19,12,1,9,13,10,5,12,500.4670347168944
16,17,14,18,15,4,7,4,14,8,2,3,12,9,19,13,1,5,12,486.9672092773309
6,8,14,9,15,4,7,4,14,10,2,11,12,16,17,13,3,5,12,565.8700277811954
3,11,14,19,15,4,7,4,14,6,2,16,12,9,17,13,18,5,12,215.90332322752727
10,11,14,9,15,4,7,4,14,3,2,16,12,18,1,13,17,5,12,593.8093584494452
8,11,14,9,15,4,7,4,14,17,2,16,12,1,18,13,19,5,12,637.4068831182814
3,6,14,16,15,4,7,4,14,17,2,8,12,1,9,13,10,5,12,729.9424824729227
9,16,14,18,15,4,7,4,14,8,2,17,12,10,3,13,19,5,12,489.67003345813015
6,16,14,9,15,4,7,4,14,8,2,10,12,17,11,13,18,5,12,502.0004800919451
6,8,14,9,15,4,7,4,14,10,2,11,12,18,3,13,16,5,12,466.0854100498352
17,18,14,10,15,4,7,4,14,11,2,6,12,3,16,13,19,5,12,515.7144580186531
17,11,14,6,15,4,7,4,14,8,2,18,12,19,16,13,10,5,12,239.88774843280873
16,9,14,1,15,4,7,4,14,19,2,17,12,6,11,13,3,5,12,417.9207434111384
6,10,14,11,15,4,7,4,14,16,2,17,12,8,18,13,9,5,12,876.2148692431265
16,17,14,6,15,4,7,4,14,11,2,3,12,8,19,13,18,5,12,373.33087706349306
6,17,14,8,15,4,7,4,14,9,2,1,12,3,10,13,11,5,12,538.3029069731641
16,6,14,17,15,4,7,4,14,9,2,8,12,18,10,13,11,5,12,421.2314411553312
3,8,14,16,15,4,7,4,14,17,2,11,12,6,18,13,9,5,12,586.1086268358523
6,16,14,8,15,4,7,4,14,17,2,18,12,3,19,13,9,5,12,926.3105475716809
8,11,14,19,15,4,7,4,14,1,2,16,12,3,6,13,9,5,12,517.2220284282477
19,16,14,1,15,4,7,4,14,17,2,18,12,6,9,13,10,5,12,463.6775906408189
19,16,14,1,15,4,7,4,14,17,2,3,12,6,8,13,9,5,12,473.80061384920174
16,17,14,18,15,4,7,4,14,9,2,19,12,10,6,13,1,5,12,572.7099974702211
16,6,14,18,15,4,7,4,14,19,2,17,12,1,8,13,3,5,12,664.921407734267
16,17,14,6,15,4,7,4,14,9,2,18,12,3,10,13,11,5,12,367.7833044022664
16,17,14,1,15,4,7,4,14,3,2,6,12,18,19,13,8,5,12,549.1572915964832
17,8,14,18,15,4,7,4,14,9,2,19,12,6,10,13,16,5,12,291.42385748880866
3,19,14,16,15,4,7,4,14,1,2,6,12,8,17,13,9,5,12,629.1921621914674
10,8,14,3,15,4,7,4,14,9,2,11,12,16,6,13,17,5,12,554.1616698427591
6,8,14,3,15,4,7,4,14,16,2,9,12,10,17,13,11,5,12,415.2348158050181
16,18,14,9,15,4,7,4,14,8,2,10,12,17,19,13,1,5,12,898.0261191428162
8,11,14,19,15,4,7,4,14,16,2,6,12,9,10,13,17,5,12,364.05252091632633
6,11,14,16,15,4,7,4,14,1,2,3,12,8,17,13,9,5,12,571.7253888179839
19,17,14,1,15,4,7,4,14,3,2,8,12,18,6,13,9,5,12,605.9516322723679
16,8,14,3,15,4,7,4,14,17,2,11,12,18,9,13,19,5,12,632.1165700357335
11,8,14,9,15,4,7,4,14,16,2,6,12,19,10,13,17,5,12,388.9464795191309
6,8,14,10,15,4,7,4,14,16,2,17,12,19,11,13,1,5,12,534.0886867177053
16,8,14,17,15,4,7,4,14,18,2,9,12,6,19,13,1,5,12,572.0698128873277
8,19,14,1,15,4,7,4,14,11,2,16,12,9,17,13,6,5,12,282.2007732449006
6,16,14,18,15,4,7,4,14,1,2,3,12,8,9,13,17,5,12,911.3563789510644
3,1,14,8,15,4,7,4,14,6,2,17,12,16,18,13,9,5,12,508.6710446264975
16,1,14,17,15,4,7,4,14,8,2,3,12,10,6,13,11,5,12,505.7421602835157
